Freq.	V(n011)
5.87489352529753e+000	9.67641836432188e-001    -2.50791745952857e-002
5.88843655355565e+000	9.67586416501592e-001    -2.50648326668493e-002
5.90201080171820e+000	9.67531060580022e-001    -2.50503786236021e-002
5.91561634175450e+000	9.67475769504620e-001    -2.50358124996180e-002
5.92925324579975e+000	9.67420548359786e-001    -2.50211304227628e-002
5.94292158615548e+000	9.67365387757414e-001    -2.50063417138629e-002
5.95662143528986e+000	9.67310300527545e-001    -2.49914363736847e-002
5.97035286583812e+000	9.67255277853156e-001    -2.49764217737359e-002
5.98411595060295e+000	9.67200330209079e-001    -2.49612909143453e-002
5.99791076255485e+000	9.67145446530253e-001    -2.49460536547633e-002
6.01173737483253e+000	9.67090632099483e-001    -2.49307052008808e-002
6.02559586074333e+000	9.67035889335882e-001    -2.49152454219859e-002
6.03948629376355e+000	9.66981217246247e-001    -2.48996755838504e-002
6.05340874753888e+000	9.66926616594838e-001    -2.48839959605960e-002
6.06736329588480e+000	9.66872084565757e-001    -2.48682089694810e-002
6.08135001278693e+000	9.66817623821025e-001    -2.48523135294588e-002
6.09536897240144e+000	9.66763236930454e-001    -2.48363089659966e-002
6.10942024905547e+000	9.66708923122579e-001    -2.48201957802404e-002
6.12350391724748e+000	9.66654682848578e-001    -2.48039752066486e-002
6.13762005164769e+000	9.66600511764307e-001    -2.47876498305758e-002
6.15176872709842e+000	9.66546416127416e-001    -2.47712165207682e-002
6.16595001861456e+000	9.66492395475760e-001    -2.47546771954133e-002
6.18016400138390e+000	9.66438449241279e-001    -2.47380315795179e-002
6.19441075076755e+000	9.66384578878591e-001    -2.47212802805674e-002
6.20869034230037e+000	9.66330783436746e-001    -2.47044241508284e-002
6.22300285169133e+000	9.66277066630218e-001    -2.46874613750963e-002
6.23734835482393e+000	9.66223421685765e-001    -2.46703972763537e-002
6.25172692775659e+000	9.66169855784431e-001    -2.46532281847279e-002
6.26613864672309e+000	9.66116366271078e-001    -2.46359558883548e-002
6.28058358813291e+000	9.66062953678275e-001    -2.46185812560518e-002
6.29506182857171e+000	9.66009621044464e-001    -2.46011022234571e-002
6.30957344480166e+000	9.65956365096829e-001    -2.45835224307492e-002
6.32411851376192e+000	9.65903190525245e-001    -2.45658388853947e-002
6.33869711256900e+000	9.65850091414795e-001    -2.45480567726563e-002
6.35330931851717e+000	9.65797072575962e-001    -2.45301729453018e-002
6.36795520907889e+000	9.65744134601986e-001    -2.45121879051830e-002
6.38263486190521e+000	9.65691276366553e-001    -2.44941034736284e-002
6.39734835482621e+000	9.65638501764258e-001    -2.44759169941868e-002
6.41209576585134e+000	9.65585801820516e-001    -2.44576359883286e-002
6.42687717316992e+000	9.65533186017103e-001    -2.44392540423569e-002
6.44169265515150e+000	9.65480655153259e-001    -2.44207715550606e-002
6.45654229034628e+000	9.65428203285773e-001    -2.44021933906226e-002
6.47142615748555e+000	9.65375836041770e-001    -2.43835160650191e-002
6.48634433548210e+000	9.65323548377475e-001    -2.43647442008856e-002
6.50129690343063e+000	9.65271346679903e-001    -2.43458740776310e-002
6.51628394060814e+000	9.65219225585444e-001    -2.43269090603563e-002
6.53130552647444e+000	9.65167189985444e-001    -2.43078479470643e-002
6.54636174067247e+000	9.65115240042404e-001    -2.42886904118237e-002
6.56145266302877e+000	9.65063374546228e-001    -2.42694382335914e-002
6.57657837355392e+000	9.65011593597378e-001    -2.42500914734228e-002
6.59173895244293e+000	9.64959895821539e-001    -2.42306522410844e-002
6.60693448007567e+000	9.64908284621761e-001    -2.42111192936507e-002
6.62216503701733e+000	9.64856761967531e-001    -2.41914913094279e-002
6.63743070401880e+000	9.64805320146303e-001    -2.41717744168014e-002
6.65273156201712e+000	9.64753968371030e-001    -2.41519628916102e-002
6.66806769213593e+000	9.64702702212243e-001    -2.41320613506021e-002
6.68343917568585e+000	9.64651525352034e-001    -2.41120661355840e-002
6.69884609416497e+000	9.64600435702711e-001    -2.40919809467238e-002
6.71428852925923e+000	9.64549431627805e-001    -2.40718068611954e-002
6.72976656284288e+000	9.64498517504345e-001    -2.40515417328527e-002
6.74528027697892e+000	9.64447692199135e-001    -2.40311871467801e-002
6.76082975391952e+000	9.64396954766528e-001    -2.40107439231242e-002
6.77641507610645e+000	9.64346306663716e-001    -2.39902122417348e-002
6.79203632617155e+000	9.64295747662294e-001    -2.39695928840705e-002
6.80769358693711e+000	9.64245277026746e-001    -2.39488863373832e-002
6.82338694141639e+000	9.64194899542727e-001    -2.39280912049253e-002
6.83911647281399e+000	9.64144610688405e-001    -2.39072104211803e-002
6.85488226452631e+000	9.64094413093523e-001    -2.38862428997396e-002
6.87068440014202e+000	9.64044304815713e-001    -2.38651904033644e-002
6.88652296344246e+000	9.63994288979410e-001    -2.38440521581418e-002
6.90239803840211e+000	9.63944366498267e-001    -2.38228278776716e-002
6.91830970918906e+000	9.63894529906711e-001    -2.38015228480917e-002
6.93425806016538e+000	9.63844790630625e-001    -2.37801309231599e-002
6.95024317588766e+000	9.63795141426869e-001    -2.37586568603523e-002
6.96626514110738e+000	9.63745584938009e-001    -2.37370994181248e-002
6.98232404077140e+000	9.63696121568458e-001    -2.37154595517587e-002
6.99841996002242e+000	9.63646750228201e-001    -2.36937384135276e-002
7.01455298419940e+000	9.63597472357690e-001    -2.36719360468848e-002
7.03072319883802e+000	9.63548290105229e-001    -2.36500509563741e-002
7.04693068967115e+000	9.63499201013018e-001    -2.36280858854921e-002
7.06317554262930e+000	9.63450204280688e-001    -2.36060414858571e-002
7.07945784384106e+000	9.63401304665606e-001    -2.35839161442735e-002
7.09577767963357e+000	9.63352497032914e-001    -2.35617128889728e-002
7.11213513653297e+000	9.63303783216732e-001    -2.35394322535710e-002
7.12853030126487e+000	9.63255168943043e-001    -2.35170704250431e-002
7.14496326075481e+000	9.63206646619541e-001    -2.34946330307206e-002
7.16143410212869e+000	9.63158218002951e-001    -2.34721192492755e-002
7.17794291271329e+000	9.63109888140184e-001    -2.34495268556315e-002
7.19448978003667e+000	9.63061653871467e-001    -2.34268587590893e-002
7.21107479182867e+000	9.63013515342790e-001    -2.34041148978317e-002
7.22769803602137e+000	9.62965472777806e-001    -2.33812963708643e-002
7.24435960074957e+000	9.62917527425668e-001    -2.33584022872520e-002
7.26105957435122e+000	9.62869681478346e-001    -2.33354321848157e-002
7.27779804536791e+000	9.62821928119912e-001    -2.33123913772900e-002
7.29457510254535e+000	9.62774272758367e-001    -2.32892766433826e-002
7.31139083483384e+000	9.62726716072914e-001    -2.32660882937755e-002
7.32824533138870e+000	9.62679257775155e-001    -2.32428271101927e-002
7.34513868157081e+000	9.62631897428898e-001    -2.32194942147420e-002
7.36207097494702e+000	9.62584633775218e-001    -2.31960899339726e-002
7.37904230129067e+000	9.62537470019970e-001    -2.31726143163189e-002
7.39605275058204e+000	9.62490402249777e-001    -2.31490692068448e-002
7.41310241300883e+000	9.62443433131167e-001    -2.31254545126300e-002
7.43019137896667e+000	9.62396566319272e-001    -2.31017681803016e-002
7.44731973905954e+000	9.62349798183233e-001    -2.30780126917998e-002
7.46448758410032e+000	9.62303125263640e-001    -2.30541914916379e-002
7.48169500511120e+000	9.62256552215022e-001    -2.30303016820093e-002
7.49894209332421e+000	9.62210082280464e-001    -2.30063420758581e-002
7.51622894018170e+000	9.62163710625028e-001    -2.29823162768194e-002
7.53355563733682e+000	9.62117438783301e-001    -2.29582238989292e-002
7.55092227665399e+000	9.62071265801240e-001    -2.29340659048242e-002
7.56832895020939e+000	9.62025196854313e-001    -2.29098407636301e-002
7.58577575029148e+000	9.61979222168653e-001    -2.28855533534269e-002
7.60326276940146e+000	9.61933353309917e-001    -2.28611982781857e-002
7.62079010025376e+000	9.61887584012938e-001    -2.28367793825207e-002
7.63835783577655e+000	9.61841913586740e-001    -2.28122982597570e-002
7.65596606911220e+000	9.61796346520575e-001    -2.27877524810064e-002
7.67361489361783e+000	9.61750878153693e-001    -2.27631452110899e-002
7.69130440286573e+000	9.61705510872698e-001    -2.27384756220645e-002
7.70903469064394e+000	9.61660246707621e-001    -2.27137435456002e-002
7.72680585095666e+000	9.61615084673855e-001    -2.26889499251690e-002
7.74461797802482e+000	9.61570022997115e-001    -2.26640960001591e-002
7.76247116628655e+000	9.61525064886003e-001    -2.26391804900442e-002
7.78036551039767e+000	9.61480206944929e-001    -2.26142065407619e-002
7.79830110523222e+000	9.61435452710453e-001    -2.25891722430771e-002
7.81627804588293e+000	9.61390798657081e-001    -2.25640799427241e-002
7.83429642766175e+000	9.61346248441057e-001    -2.25389285269571e-002
7.85235634610034e+000	9.61301802175577e-001    -2.25137179823460e-002
7.87045789695061e+000	9.61257454994125e-001    -2.24884520566113e-002
7.88860117618517e+000	9.61213212404813e-001    -2.24631284079505e-002
7.90678627999787e+000	9.61169072824250e-001    -2.24377479469079e-002
7.92501330480434e+000	9.61125036008195e-001    -2.24123112800283e-002
7.94328234724244e+000	9.61081101412405e-001    -2.23868196638914e-002
7.96159350417281e+000	9.61037270537316e-001    -2.23612726122487e-002
7.97994687267938e+000	9.60993542308820e-001    -2.23356711937094e-002
7.99834255006990e+000	9.60949918947929e-001    -2.23100148279213e-002
8.01678063387641e+000	9.60906397559805e-001    -2.22843056097316e-002
8.03526122185579e+000	9.60862978598306e-001    -2.22585440154309e-002
8.05378441199028e+000	9.60819665602702e-001    -2.22327280761817e-002
8.07235030248799e+000	9.60776455470538e-001    -2.22068603741432e-002
8.09095899178343e+000	9.60733350666072e-001    -2.21809398795277e-002
8.10961057853802e+000	9.60690346885534e-001    -2.21549699932415e-002
8.12830516164060e+000	9.60647447627315e-001    -2.21289489571865e-002
8.14704284020800e+000	9.60604652859581e-001    -2.21028770991239e-002
8.16582371358553e+000	9.60561961913282e-001    -2.20767555927961e-002
8.18464788134750e+000	9.60519376139422e-001    -2.20505843409952e-002
8.20351544329778e+000	9.60476894879691e-001    -2.20243636134424e-002
8.22242649947031e+000	9.60434516316509e-001    -2.19980956418788e-002
8.24138115012962e+000	9.60392243888867e-001    -2.19717787067392e-002
8.26037949577138e+000	9.60350074369822e-001    -2.19454145144099e-002
8.27942163712294e+000	9.60308011471459e-001    -2.19190027486794e-002
8.29850767514382e+000	9.60266051614682e-001    -2.18925447963135e-002
8.31763771102630e+000	9.60224194075576e-001    -2.18660419815165e-002
8.33681184619593e+000	9.60182445106265e-001    -2.18394916676316e-002
8.35603018231207e+000	9.60140796988991e-001    -2.18128982290193e-002
8.37529282126841e+000	9.60099257147034e-001    -2.17862580320746e-002
8.39459986519356e+000	9.60057820233354e-001    -2.17595745109852e-002
8.41395141645154e+000	9.60016490546429e-001    -2.17328461415423e-002
8.43334757764234e+000	9.59975262710076e-001    -2.17060755991219e-002
8.45278845160248e+000	9.59934140389069e-001    -2.16792624065328e-002
8.47227414140554e+000	9.59893122412741e-001    -2.16524068077557e-002
8.49180475036272e+000	9.59852212399163e-001    -2.16255076350909e-002
8.51138038202334e+000	9.59811404018204e-001    -2.15985689405805e-002
8.53100114017547e+000	9.59770701487562e-001    -2.15715885076306e-002
8.55066712884641e+000	9.59730104265435e-001    -2.15445673687973e-002
8.57037845230327e+000	9.59689613399892e-001    -2.15175057268481e-002
8.59013521505353e+000	9.59649225755673e-001    -2.14904052155934e-002
8.60993752184558e+000	9.59608944692728e-001    -2.14632649541257e-002
8.62978547766927e+000	9.59568769801062e-001    -2.14360849518712e-002
8.64967918775650e+000	9.59528696702051e-001    -2.14088686513607e-002
8.66961875758173e+000	9.59488730805618e-001    -2.13816136694346e-002
8.68960429286258e+000	9.59448870836947e-001    -2.13543205753500e-002
8.70963589956037e+000	9.59409113477450e-001    -2.13269919389001e-002
8.72971368388068e+000	9.59369464177754e-001    -2.12996254611195e-002
8.74983775227392e+000	9.59329918921078e-001    -2.12722232613135e-002
8.77000821143590e+000	9.59290476798589e-001    -2.12447867090246e-002
8.79022516830840e+000	9.59251142736502e-001    -2.12173135186716e-002
8.81048873007969e+000	9.59211911525901e-001    -2.11898067076414e-002
8.83079900418518e+000	9.59172787613222e-001    -2.11622646049660e-002
8.85115609830791e+000	9.59133766608209e-001    -2.11346898302928e-002
8.87156012037916e+000	9.59094852380582e-001    -2.11070807563152e-002
8.89201117857903e+000	9.59056042633772e-001    -2.10794392537800e-002
8.91250938133700e+000	9.59017339102229e-001    -2.10517646271587e-002
8.93305483733250e+000	9.58978738819029e-001    -2.10240587786087e-002
8.95364765549548e+000	9.58940245390692e-001    -2.09963205596932e-002
8.97428794500703e+000	9.58901857104390e-001    -2.09685510038066e-002
8.99497581529989e+000	9.58863572632787e-001    -2.09407513900375e-002
9.01571137605911e+000	9.58825393219478e-001    -2.09129215088040e-002
9.03649473722255e+000	9.58787319489398e-001    -2.08850613484882e-002
9.05732600898154e+000	9.58749349515960e-001    -2.08571722731601e-002
9.07820530178139e+000	9.58711485352840e-001    -2.08292537424348e-002
9.09913272632205e+000	9.58673726489036e-001    -2.08013064781762e-002
9.12010839355863e+000	9.58636071878919e-001    -2.07733314338470e-002
9.14113241470203e+000	9.58598521316054e-001    -2.07453289302847e-002
9.16220490121953e+000	9.58561078303192e-001    -2.07172978556275e-002
9.18332596483534e+000	9.58523735442913e-001    -2.06892420556893e-002
9.20449571753124e+000	9.58486501857251e-001    -2.06611576318860e-002
9.22571427154716e+000	9.58449369988264e-001    -2.06330486946415e-002
9.24698173938175e+000	9.58412343742020e-001    -2.06049135369228e-002
9.26829823379301e+000	9.58375421682375e-001    -2.05767534195166e-002
9.28966386779888e+000	9.58338603593843e-001    -2.05485688634461e-002
9.31107875467782e+000	9.58301891632912e-001    -2.05203590661947e-002
9.33254300796943e+000	9.58265282906603e-001    -2.04921259453459e-002
9.35405674147503e+000	9.58228779587922e-001    -2.04638687214017e-002
9.37562006925832e+000	9.58192378857304e-001    -2.04355892433551e-002
9.39723310564589e+000	9.58156082837528e-001    -2.04072868054678e-002
9.41889596522792e+000	9.58119890979215e-001    -2.03789621857419e-002
9.44060876285874e+000	9.58083803138416e-001    -2.03506157509398e-002
9.46237161365744e+000	9.58047818793544e-001    -2.03222481922900e-002
9.48418463300848e+000	9.58011939436699e-001    -2.02938589719151e-002
9.50604793656232e+000	9.57976164506208e-001    -2.02654489606786e-002
9.52796164023602e+000	9.57940490824888e-001    -2.02370197819614e-002
9.54992586021386e+000	9.57904923879196e-001    -2.02085694672698e-002
9.57194071294794e+000	9.57869458713787e-001    -2.01801007172753e-002
9.59400631515883e+000	9.57834097049413e-001    -2.01516127813026e-002
9.61612278383614e+000	9.57798839497032e-001    -2.01231060915888e-002
9.63829023623920e+000	9.57763684372857e-001    -2.00945816562434e-002
9.66050878989762e+000	9.57728633847203e-001    -2.00660386854436e-002
9.68277856261198e+000	9.57693686473137e-001    -2.00374784681544e-002
9.70509967245438e+000	9.57658841323056e-001    -2.00089016681174e-002
9.72747223776914e+000	9.57624099674711e-001    -1.99803079310882e-002
9.74989637717335e+000	9.57589461547802e-001    -1.99516979543296e-002
9.77237220955759e+000	9.57554924789339e-001    -1.99230726524665e-002
9.79489985408647e+000	9.57520491303260e-001    -1.98944315659420e-002
9.81747943019932e+000	9.57486162543318e-001    -1.98657748088415e-002
9.84011105761082e+000	9.57451933440082e-001    -1.98371045129613e-002
9.86279485631158e+000	9.57417808417486e-001    -1.98084193973081e-002
9.88553094656886e+000	9.57383785545550e-001    -1.97797202345052e-002
9.90831944892715e+000	9.57349865380245e-001    -1.97510075383876e-002
9.93116048420881e+000	9.57316047061389e-001    -1.97222818066065e-002
9.95405417351474e+000	9.57282330178717e-001    -1.96935436881150e-002
9.97700063822500e+000	9.57248715341003e-001    -1.96647930401269e-002
9.99999999999947e+000	9.57215204203081e-001    -1.96360296674149e-002
1.00230523807785e+001	9.57181791966366e-001    -1.96072560019342e-002
1.00461579027834e+001	9.57148485103910e-001    -1.95784694246391e-002
1.00693166885175e+001	9.57115276637349e-001    -1.95496732888315e-002
1.00925288607663e+001	9.57082169033606e-001    -1.95208669520474e-002
1.01157945425984e+001	9.57049165680759e-001    -1.94920492531044e-002
1.01391138573662e+001	9.57016261220935e-001    -1.94632227065457e-002
1.01624869287064e+001	9.56983459006560e-001    -1.94343862276445e-002
1.01859138805406e+001	9.56950756196503e-001    -1.94055414569230e-002
1.02093948370762e+001	9.56918156313726e-001    -1.93766871809624e-002
1.02329299228070e+001	9.56885657496712e-001    -1.93478244456588e-002
1.02565192625135e+001	9.56853257307140e-001    -1.93189546016415e-002
1.02801629812642e+001	9.56820958358916e-001    -1.92900767976238e-002
1.03038612044156e+001	9.56788760018459e-001    -1.92611917840646e-002
1.03276140576134e+001	9.56756661640859e-001    -1.92322999026555e-002
1.03514216667929e+001	9.56724661935523e-001    -1.92034021355814e-002
1.03752841581796e+001	9.56692764201183e-001    -1.91744973491324e-002
1.03992016582900e+001	9.56660964927020e-001    -1.91455875494876e-002
1.04231742939325e+001	9.56629267205238e-001    -1.91166713489116e-002
1.04472021922074e+001	9.56597668380791e-001    -1.90877502618209e-002
1.04712854805084e+001	9.56566166314051e-001    -1.90588257202687e-002
1.04954242865226e+001	9.56534766924717e-001    -1.90298951960528e-002
1.05196187382317e+001	9.56503465034966e-001    -1.90009615070585e-002
1.05438689639120e+001	9.56472263652390e-001    -1.89720233338454e-002
1.05681750921360e+001	9.56441159964937e-001    -1.89430824154213e-002
1.05925372517723e+001	9.56410156144470e-001    -1.89141378224453e-002
1.06169555719867e+001	9.56379247962795e-001    -1.88851918245271e-002
1.06414301822426e+001	9.56348440180197e-001    -1.88562426766199e-002
1.06659612123020e+001	9.56317730966050e-001    -1.88272914547540e-002
1.06905487922260e+001	9.56287119453696e-001    -1.87983386690591e-002
1.07151930523755e+001	9.56256607305255e-001    -1.87693839771020e-002
1.07398941234119e+001	9.56226190472092e-001    -1.87404294470538e-002
1.07646521362978e+001	9.56195873280641e-001    -1.87114733224427e-002
1.07894672222977e+001	9.56165652996351e-001    -1.86825171306607e-002
1.08143395129788e+001	9.56135531387666e-001    -1.86535604472337e-002
1.08392691402114e+001	9.56105504803274e-001    -1.86246048482554e-002
1.08642562361701e+001	9.56075576755347e-001    -1.85956494911864e-002
1.08893009333337e+001	9.56045744593110e-001    -1.85666953455416e-002
1.09144033644870e+001	9.56016008537227e-001    -1.85377426845111e-002
1.09395636627203e+001	9.55986373499496e-001    -1.85087899946198e-002
1.09647819614312e+001	9.55956832514299e-001    -1.84798401693227e-002
1.09900583943246e+001	9.55927387168023e-001    -1.84508928312128e-002
1.10153930954135e+001	9.55898037487811e-001    -1.84219480823770e-002
1.10407861990201e+001	9.55868784619611e-001    -1.83930060596693e-002
1.10662378397760e+001	9.55839626190357e-001    -1.83640675350450e-002
1.10917481526234e+001	9.55810565288200e-001    -1.83351319658526e-002
1.11173172728153e+001	9.55781598633107e-001    -1.83062005641841e-002
1.11429453359167e+001	9.55752728409707e-001    -1.82772728551709e-002
1.11686324778050e+001	9.55723952490536e-001    -1.82483498158821e-002
1.11943788346709e+001	9.55695273088633e-001    -1.82194309202876e-002
1.12201845430190e+001	9.55666687730403e-001    -1.81905173940733e-002
1.12460497396686e+001	9.55638195593964e-001    -1.81616097275304e-002
1.12719745617545e+001	9.55609801189663e-001    -1.81327063125763e-002
1.12979591467273e+001	9.55581498521015e-001    -1.81038098784347e-002
1.13240036323549e+001	9.55553290262799e-001    -1.80749194689266e-002
1.13501081567225e+001	9.55525176436845e-001    -1.80460354786915e-002
1.13762728582337e+001	9.55497156355558e-001    -1.80171582237291e-002
1.14024978756110e+001	9.55469230711529e-001    -1.79882878532895e-002
1.14287833478971e+001	9.55441396938384e-001    -1.79594253415784e-002
1.14551294144547e+001	9.55413658322251e-001    -1.79305698769715e-002
1.14815362149682e+001	9.55386010795693e-001    -1.79017230426985e-002
1.15080038894437e+001	9.55358457372430e-001    -1.78728839805675e-002
1.15345325782103e+001	9.55330996181423e-001    -1.78440537167683e-002
1.15611224219203e+001	9.55303629069720e-001    -1.78152316639359e-002
1.15877735615506e+001	9.55276353144279e-001    -1.77864191225379e-002
1.16144861384028e+001	9.55249170570840e-001    -1.77576155251512e-002
1.16412602941042e+001	9.55222079079885e-001    -1.77288219782204e-002
1.16680961706090e+001	9.55195079119121e-001    -1.77000383980633e-002
1.16949939101980e+001	9.55168171656038e-001    -1.76712647376102e-002
1.17219536554806e+001	9.55141355076459e-001    -1.76425017396553e-002
1.17489755493946e+001	9.55114629757717e-001    -1.76137494586252e-002
1.17760597352074e+001	9.55087996528315e-001    -1.75850079147168e-002
1.18032063565166e+001	9.55061455177798e-001    -1.75562772733397e-002
1.18304155572510e+001	9.55035002165037e-001    -1.75275590805839e-002
1.18576874816709e+001	9.55008640482077e-001    -1.74988523709358e-002
1.18850222743695e+001	9.54982370998013e-001    -1.74701571271093e-002
1.19124200802731e+001	9.54956189115172e-001    -1.74414750673000e-002
1.19398810446420e+001	9.54930098065154e-001    -1.74128054022637e-002
1.19674053130717e+001	9.54904097136486e-001    -1.73841484739647e-002
1.19949930314931e+001	9.54878186442987e-001    -1.73555044718928e-002
1.20226443461734e+001	9.54852364767587e-001    -1.73268739022542e-002
1.20503594037173e+001	9.54826632911104e-001    -1.72982567766274e-002
1.20781383510671e+001	9.54800989027257e-001    -1.72696540134628e-002
1.21059813355041e+001	9.54775433866844e-001    -1.72410653793980e-002
1.21338885046491e+001	9.54749968821792e-001    -1.72124906224318e-002
1.21618600064630e+001	9.54724591035056e-001    -1.71839309761864e-002
1.21898959892480e+001	9.54699301645759e-001    -1.71553861224095e-002
1.22179966016480e+001	9.54674101476951e-001    -1.71268560183398e-002
1.22461619926498e+001	9.54648988985920e-001    -1.70983413804524e-002
1.22743923115834e+001	9.54623962123992e-001    -1.70698430655836e-002
1.23026877081231e+001	9.54599025475542e-001    -1.70413596954444e-002
1.23310483322884e+001	9.54574174927482e-001    -1.70128928878270e-002
1.23594743344444e+001	9.54549411142346e-001    -1.69844424289931e-002
1.23879658653030e+001	9.54524735217956e-001    -1.69560083834257e-002
1.24165230759234e+001	9.54500146778666e-001    -1.69275907208205e-002
1.24451461177131e+001	9.54475644446369e-001    -1.68991903962220e-002
1.24738351424287e+001	9.54451227371676e-001    -1.68708075868640e-002
1.25025903021765e+001	9.54426896153172e-001    -1.68424425131299e-002
1.25314117494134e+001	9.54402652244729e-001    -1.68140947089686e-002
1.25602996369480e+001	9.54378493969790e-001    -1.67857648388405e-002
1.25892541179409e+001	9.54354420120234e-001    -1.67574536111560e-002
1.26182753459060e+001	9.54330432425162e-001    -1.67291605273415e-002
1.26473634747108e+001	9.54306530089134e-001    -1.67008859694096e-002
1.26765186585777e+001	9.54282712019737e-001    -1.66726305682012e-002
1.27057410520847e+001	9.54258980113227e-001    -1.66443937837984e-002
1.27350308101659e+001	9.54235332730386e-001    -1.66161762869079e-002
1.27643880881127e+001	9.54211768036167e-001    -1.65879788002584e-002
1.27938130415745e+001	9.54188287766831e-001    -1.65598011521771e-002
1.28233058265595e+001	9.54164892290696e-001    -1.65316430435288e-002
1.28528665994354e+001	9.54141580360139e-001    -1.65035052091909e-002
1.28824955169306e+001	9.54118351994802e-001    -1.64753877837910e-002
1.29121927361346e+001	9.54095207425235e-001    -1.64472907510454e-002
1.29419584144991e+001	9.54072144814810e-001    -1.64192150451029e-002
1.29717927098388e+001	9.54049166430361e-001    -1.63911598116678e-002
1.30016957803321e+001	9.54026269645354e-001    -1.63631262081831e-002
1.30316677845222e+001	9.54003455250494e-001    -1.63351140656956e-002
1.30617088813176e+001	9.53980724483750e-001    -1.63071231960127e-002
1.30918192299933e+001	9.53958074739695e-001    -1.62791544593781e-002
1.31219989901912e+001	9.53935507667337e-001    -1.62512075044519e-002
1.31522483219216e+001	9.53913022313333e-001    -1.62232828712143e-002
1.31825673855633e+001	9.53890618428034e-001    -1.61953805775069e-002
1.32129563418650e+001	9.53868295497106e-001    -1.61675010703823e-002
1.32434153519459e+001	9.53846052789256e-001    -1.61396447758920e-002
1.32739445772966e+001	9.53823892355602e-001    -1.61118109193844e-002
1.33045441797801e+001	9.53801813518138e-001    -1.60840000534976e-002
1.33352143216324e+001	9.53779812265466e-001    -1.60562135538983e-002
1.33659551654636e+001	9.53757893169711e-001    -1.60284499911956e-002
1.33967668742585e+001	9.53736053808169e-001    -1.60007103500134e-002
1.34276496113778e+001	9.53714294440165e-001    -1.59729947011199e-002
1.34586035405587e+001	9.53692614490007e-001    -1.59453032063742e-002
1.34896288259157e+001	9.53671014327973e-001    -1.59176360223236e-002
1.35207256319420e+001	9.53649492400956e-001    -1.58899936540127e-002
1.35518941235095e+001	9.53628050425040e-001    -1.58623757117670e-002
1.35831344658707e+001	9.53606687354396e-001    -1.58347826246810e-002
1.36144468246587e+001	9.53585402427266e-001    -1.58072148509567e-002
1.36458313658884e+001	9.53564196855252e-001    -1.57796719554178e-002
1.36772882559577e+001	9.53543067679521e-001    -1.57521550600877e-002
1.37088176616477e+001	9.53522017512191e-001    -1.57246634723084e-002
1.37404197501243e+001	9.53501044962636e-001    -1.56971977123159e-002
1.37720946889386e+001	9.53480150861242e-001    -1.56697576794408e-002
1.38038426460280e+001	9.53459332417366e-001    -1.56423442198664e-002
1.38356637897170e+001	9.53438592441395e-001    -1.56149567229436e-002
1.38675582887180e+001	9.53417928618938e-001    -1.55875959212925e-002
1.38995263121327e+001	9.53397342096323e-001    -1.55602615690446e-002
1.39315680294522e+001	9.53376831700183e-001    -1.55329541766079e-002
1.39636836105585e+001	9.53356398317083e-001    -1.55056734851966e-002
1.39958732257253e+001	9.53336040377896e-001    -1.54784201347703e-002
1.40281370456187e+001	9.53315758263947e-001    -1.54511942071204e-002
1.40604752412983e+001	9.53295551678094e-001    -1.54239956792392e-002
1.40928879842179e+001	9.53275420723601e-001    -1.53968247314765e-002
1.41253754462267e+001	9.53255365355150e-001    -1.53696815065070e-002
1.41579377995699e+001	9.53235384939478e-001    -1.53425662361334e-002
1.41905752168901e+001	9.53215479469962e-001    -1.53154790093424e-002
1.42232878712273e+001	9.53195648222896e-001    -1.52884201305101e-002
1.42560759360210e+001	9.53175891683219e-001    -1.52613896309101e-002
1.42889395851102e+001	9.53156209709829e-001    -1.52343875776065e-002
1.43218789927346e+001	9.53136600690510e-001    -1.52074145415170e-002
1.43548943335357e+001	9.53117066583754e-001    -1.51804700574813e-002
1.43879857825576e+001	9.53097605092627e-001    -1.51535548323476e-002
1.44211535152478e+001	9.53078218050930e-001    -1.51266684451374e-002
1.44543977074584e+001	9.53058903381115e-001    -1.50998116309331e-002
1.44877185354467e+001	9.53039661536336e-001    -1.50729842348842e-002
1.45211161758765e+001	9.53020492672678e-001    -1.50461864111939e-002
1.45545908058188e+001	9.53001396427366e-001    -1.50194182693661e-002
1.45881426027526e+001	9.52982372862989e-001    -1.49926798926227e-002
1.46217717445663e+001	9.52963420427904e-001    -1.49659719191040e-002
1.46554784095582e+001	9.52944540369327e-001    -1.49392938865690e-002
1.46892627764378e+001	9.52925732553952e-001    -1.49126460086171e-002
1.47231250243263e+001	9.52906995555772e-001    -1.48860287391580e-002
1.47570653327580e+001	9.52888330900632e-001    -1.48594417526852e-002
1.47910838816812e+001	9.52869736083162e-001    -1.48328858096093e-002
1.48251808514586e+001	9.52851212678021e-001    -1.48063605597133e-002
1.48593564228691e+001	9.52832759133073e-001    -1.47798665521499e-002
1.48936107771082e+001	9.52814376903640e-001    -1.47534032989238e-002
1.49279440957890e+001	9.52796064862374e-001    -1.47269713719537e-002
1.49623565609434e+001	9.52777822751115e-001    -1.47005708067469e-002
1.49968483550228e+001	9.52759650166610e-001    -1.46742018725750e-002
1.50314196608993e+001	9.52741547377124e-001    -1.46478643944237e-002
1.50660706618665e+001	9.52723514170690e-001    -1.46215587027262e-002
1.51008015416405e+001	9.52705549707833e-001    -1.45952849634853e-002
